SleepTime,MoodScore,ActivityTime,Caffeine,PhoneTime,PM10,Temp,Humidity,profile_type
6.132928435514954,55.488404843667986,5.537126313210557,2,4.2214374249102855,35,29.1,72.1,deadline_high_stress
9.589079988727063,63.64977243688521,5.156047941898228,5,4.660170421533961,25,29.1,68.9,deadline_high_stress
9.960465475002358,75.54041914791776,3.5988350219817082,2,6.680013031339611,25,28.3,71.8,deadline_high_stress
9.467610253790708,75.20292044364633,4.609742252272131,3,4.7888133931388195,23,29.5,69.8,deadline_high_stress
9.721425701007835,71.32468427779715,3.282712516634835,2,6.089386936667466,19,27.6,80.3,deadline_high_stress
10.0,66.45592754438763,2.442291283148032,5,3.197217676778787,12,24.8,91.3,deadline_high_stress
9.898917852567592,68.62723554231565,3.1043941060750786,3,4.025348523659064,5,25.1,84.8,deadline_high_stress
9.914728971394723,75.58185897329615,3.3838486702985526,5,3.9619297128118967,9,26.5,77.9,deadline_high_stress
9.247237912896729,75.23337560857671,5.361534658759001,2,4.516543495171442,37,26.4,72.3,deadline_high_stress
10.0,64.62037112101959,4.050587064327108,5,5.920993124736457,26,26.1,75.0,deadline_high_stress
9.833464625695006,80.76049838548629,6.121296229628168,5,2.964157308159107,13,22.7,87.5,deadline_high_stress
10.0,80.363475756086,3.906628415883855,5,3.5435930911991025,15,23.9,89.6,deadline_high_stress
9.47446724712927,57.018069357117824,1.3003256608978861,3,4.820904778539306,17,22.8,88.0,deadline_high_stress
10.0,76.4534863455959,3.1486497021272726,2,4.8354305830617985,20,23.9,76.9,deadline_high_stress
10.0,66.92906852192819,2.278225742586966,5,5.180381555418361,25,24.5,70.6,deadline_high_stress
9.681896681932042,73.52803462658592,2.3183566624828993,5,3.1140071208984064,27,25.4,63.9,deadline_high_stress
8.889995329079833,68.8327133777452,1.9871410423981786,2,4.294090420638949,16,25.8,77.8,deadline_high_stress
10.0,81.0456059077208,0.36034074691185225,5,5.403386906887392,16,27.0,79.9,deadline_high_stress
10.0,76.9463150981952,3.5979660064550174,3,5.0760049572978945,16,28.5,69.5,deadline_high_stress
9.66614813857836,62.71949310089174,3.641236961235997,4,5.203671519293851,15,27.9,65.1,deadline_high_stress
8.53880602833,73.41555172633034,2.2330853006813625,1,3.6433986357395307,16,26.3,54.8,deadline_high_stress
8.968351361755168,71.0908500865556,2.7764382871165054,2,3.3218089374785396,16,25.3,60.3,deadline_high_stress
9.22906541217712,88.02915721061785,3.8597632571908513,1,4.571091680982655,28,25.8,66.3,deadline_high_stress
9.680225672343342,74.58261393962056,0.24459524550619927,4,5.229049266501673,34,25.7,68.1,deadline_high_stress
7.441182753306727,46.131132645304625,1.5100956566146002,1,4.319983085064213,29,25.5,67.3,deadline_high_stress
9.353338001048382,66.71267189190651,2.7226468170306566,1,5.828412819186907,28,25.7,69.8,deadline_high_stress
10.0,63.71241929268289,2.2953671608210464,1,4.764002374019142,21,22.1,84.5,deadline_high_stress
8.734476443666729,61.154901211020714,3.3966793312045294,4,3.33359289141126,6,23.4,72.4,deadline_high_stress
9.424045402487987,79.99515123809994,4.586703219306851,2,4.815706479228592,8,22.3,82.3,deadline_high_stress
10.0,66.50236010839858,1.9877990084450456,5,5.395959014031706,10,23.9,87.8,deadline_high_stress
10.0,75.21098512261409,2.8886705361949825,4,6.948767974465524,12,24.7,84.8,deadline_high_stress
9.95846915926552,75.86610541993862,2.772841429766853,2,5.437740417022031,16,24.7,79.1,deadline_high_stress
7.569021434770075,57.45989700247842,1.2741506637784674,1,4.8553258618819894,26,24.1,81.1,deadline_high_stress
9.026675659284077,69.31271956059824,6.050369020049045,2,3.1888942998133407,19,20.6,90.4,deadline_high_stress
9.766625155383966,66.84558342656123,0.06651902997794501,4,5.025210285708237,9,20.1,70.9,deadline_high_stress
8.360226676134383,64.57433864119643,4.819665032645908,3,5.462539420808774,19,20.5,68.4,deadline_high_stress
10.0,71.96651070084565,2.3255528593082624,2,4.072071347288131,16,21.8,63.9,deadline_high_stress
9.179722016996555,69.4207398844248,4.143816052682466,3,3.292348450411227,10,21.8,56.4,deadline_high_stress
10.0,74.33918433859145,4.88718854915789,3,5.814673269714312,11,21.6,66.4,deadline_high_stress
9.224249152941136,61.56978426390274,2.8579088549952694,4,2.723092269264564,4,19.9,95.8,deadline_high_stress
9.63174847785934,62.172503014411994,3.071958420739885,2,3.739608689339743,9,21.5,90.1,deadline_high_stress
9.774847752624549,79.57849816436413,0.0,3,4.6217073819275045,44,22.7,78.3,deadline_high_stress
9.531114206451193,78.81936763543138,5.750294766920619,5,4.377873820236332,28,21.1,61.5,deadline_high_stress
10.0,71.23627055609064,2.3249673144282217,2,4.645448112552448,26,19.7,77.0,deadline_high_stress
10.0,79.45888534600721,7.019989072628665,4,4.52826539172243,24,18.4,59.5,deadline_high_stress
9.314710830713043,70.13092481957968,1.7738270815213566,1,3.264308370323831,17,18.2,53.8,deadline_high_stress
8.58370551660212,60.27208868265809,4.344486348311453,4,3.4111708237140097,19,17.5,66.3,deadline_high_stress
9.640733377577842,63.86864640324857,2.271893358155652,3,5.401049112893095,20,17.3,75.5,deadline_high_stress
9.253512781756736,65.93867164264452,0.11493034898230237,5,4.234991265394993,30,14.2,46.1,deadline_high_stress
10.0,72.84540754189246,3.7858476198882336,5,5.406457908486319,22,15.5,55.3,deadline_high_stress
9.982394252546937,81.79083110613458,3.428469224309506,1,4.898768988744579,18,16.8,62.6,deadline_high_stress
10.0,72.15806354181122,4.813113622919749,4,5.448561501774769,9,17.1,67.1,deadline_high_stress
10.0,75.79100337766408,5.506536800544403,3,6.019348453433787,10,17.4,68.1,deadline_high_stress
9.190681990122416,76.46052692743997,3.395141075547752,2,4.552811625104742,16,17.1,67.1,deadline_high_stress
9.059335313729102,66.22009542059476,0.0,1,4.158276583615391,20,17.6,57.5,deadline_high_stress
9.663838049094384,77.83005642844823,1.9454633451365582,4,3.6887953103680617,26,17.5,62.4,deadline_high_stress
