SleepTime,MoodScore,ActivityTime,Caffeine,PhoneTime,PM10,Temp,Humidity,profile_type
8.428438217463112,68.6656992547542,6.649766812940009,4,3.664848511411154,35,29.1,72.1,weekday_baseline
9.77132170558251,73.58880181862888,5.420191995048171,1,4.353403930996824,25,29.1,68.9,weekday_baseline
8.757876288180785,69.9121046248705,2.5265086572620485,0,5.224143539489133,25,28.3,71.8,weekday_baseline
10.0,69.42551722743306,7.979811333351097,4,4.737617594825084,23,29.5,69.8,weekday_baseline
9.609333285019627,70.45002204685738,3.4776692534187763,3,4.041801514643194,19,27.6,80.3,weekday_baseline
8.642303082414449,66.53082766447636,6.249726925916333,2,3.975042623860434,12,24.8,91.3,weekday_baseline
8.51695161066406,66.87639200549837,4.570587634412565,0,4.287164380167735,5,25.1,84.8,weekday_baseline
8.709998268184128,68.70371686815363,3.106091918970938,2,0.9198982585795243,9,26.5,77.9,weekday_baseline
9.084547227760035,73.02261677692913,4.529882153217406,0,4.191478741715479,37,26.4,72.3,weekday_baseline
9.358781396864893,78.81836472790256,5.592983625180854,2,4.159285580337771,26,26.1,75.0,weekday_baseline
8.530806078477772,66.5725989553379,2.4771213095399616,2,3.7277893985926793,13,22.7,87.5,weekday_baseline
9.570559116588528,70.01111698055546,5.674682372212707,4,6.405445335498528,15,23.9,89.6,weekday_baseline
10.0,68.8416619453775,5.4091986139528805,3,4.503380068510694,17,22.8,88.0,weekday_baseline
9.827839063546055,75.17732610794896,5.792774176503663,4,3.992422150971917,20,23.9,76.9,weekday_baseline
9.60861802696989,70.34954862180983,6.504186164847175,1,2.8733019149573047,25,24.5,70.6,weekday_baseline
9.009844634336902,74.1129324289925,4.065545678569002,0,4.727218356828097,27,25.4,63.9,weekday_baseline
8.551094961511074,73.57401050161174,5.464611229941142,0,4.03957184533329,16,25.8,77.8,weekday_baseline
7.843726941846458,72.7294025135407,3.1275070514198857,0,4.052027788504713,16,27.0,79.9,weekday_baseline
10.0,84.07590625024093,5.500258236794761,2,5.055228137161963,16,28.5,69.5,weekday_baseline
8.899088808886054,61.16813998098951,4.522600393962689,2,3.3262041518107033,15,27.9,65.1,weekday_baseline
8.211458716592679,69.36943210250932,1.7786561185863707,4,1.1016457657493053,16,26.3,54.8,weekday_baseline
8.288758272853947,66.64376628133186,2.593140110995822,1,4.9092348126872976,16,25.3,60.3,weekday_baseline
9.652578748376337,79.44706193150098,2.5626773453039404,2,4.35766542230847,28,25.8,66.3,weekday_baseline
9.947215451433108,78.28115131250955,2.9738840786952903,2,3.7775311345266895,34,25.7,68.1,weekday_baseline
9.040068783941338,78.01054777609485,2.8045777351057595,3,3.638205116179737,29,25.5,67.3,weekday_baseline
8.701958774736172,68.65547020182787,5.169459960896482,1,5.399840349920179,28,25.7,69.8,weekday_baseline
8.520888839121737,68.7493056959593,3.478807130322668,1,3.4099470469000597,21,22.1,84.5,weekday_baseline
8.536824443470158,62.261802886729654,2.712832727688813,1,4.865959380494502,6,23.4,72.4,weekday_baseline
8.44876385288366,69.91949457071541,4.094131561744975,0,3.3916825441275082,8,22.3,82.3,weekday_baseline
7.753725264112775,69.82011334264337,3.996421897743834,0,3.436106207299728,10,23.9,87.8,weekday_baseline
9.17602940846664,61.25405352314343,6.064000709771858,3,4.034787444786439,12,24.7,84.8,weekday_baseline
8.300895879296798,74.81414681150359,3.2380158105133052,0,2.994745628804781,16,24.7,79.1,weekday_baseline
10.0,75.82437080274482,7.290544033518861,3,3.3164977829402074,26,24.1,81.1,weekday_baseline
8.37565220077507,63.23816262590998,4.662992256910404,2,4.272918332721095,19,20.6,90.4,weekday_baseline
8.758524988242984,63.14357970039485,5.28588741553015,4,1.4492692868457433,9,20.1,70.9,weekday_baseline
8.212694030188239,69.8562049984179,2.0563918720638874,1,3.86134063476881,19,20.5,68.4,weekday_baseline
8.85306186001238,71.08791816921608,4.251031933604194,4,6.052364723417739,16,21.8,63.9,weekday_baseline
6.770959686858532,61.982347834451176,4.260998979081344,0,2.939044777616426,10,21.8,56.4,weekday_baseline
9.17969579578602,80.09881731630837,6.568690823836274,0,2.293867541305424,11,21.6,66.4,weekday_baseline
10.0,77.90155240001882,5.5577869617378575,2,5.234043472828124,4,19.9,95.8,weekday_baseline
9.202587658129088,77.57102792066844,2.41790746144853,4,4.210359225110623,9,21.5,90.1,weekday_baseline
7.92850542814995,49.91187683691028,1.4628047351434246,1,2.1023593134782494,44,22.7,78.3,weekday_baseline
8.824945621015162,79.28403167257271,7.292608968601293,1,3.603862960778484,28,21.1,61.5,weekday_baseline
9.800820049359219,67.96944125681577,1.94514734208702,3,4.635800300197087,26,19.7,77.0,weekday_baseline
7.955366402083895,64.56118193498862,4.265096311554029,3,4.154965817633926,24,18.4,59.5,weekday_baseline
9.8909262144217,83.43770685809405,7.1498606299008,2,3.843226068195776,17,18.2,53.8,weekday_baseline
10.0,72.48988686017296,5.444801944463331,4,4.849995953941432,19,17.5,66.3,weekday_baseline
8.651419042895261,63.70254503552811,1.979696789954076,1,3.9623327786337548,20,17.3,75.5,weekday_baseline
9.15971211456805,65.81297977440497,3.5781584348006663,4,4.781753976213146,30,14.2,46.1,weekday_baseline
8.334925433403548,75.3430013815703,4.932495383717452,1,3.393857802000062,22,15.5,55.3,weekday_baseline
9.063240350355073,68.58557808345968,2.3949502160193767,0,2.999392955404827,18,16.8,62.6,weekday_baseline
8.197396511747295,73.5840945187994,4.46438680766173,0,1.6245931536352374,9,17.1,67.1,weekday_baseline
8.874394993706874,76.96445460099929,6.753687039791175,3,4.175710760588682,10,17.4,68.1,weekday_baseline
8.606671258942194,60.894181254309245,3.6082802924946344,3,3.150387821082955,16,17.1,67.1,weekday_baseline
8.910247848976441,57.892952943803174,4.932115326371622,4,5.190448086738943,20,17.6,57.5,weekday_baseline
7.887745316565513,68.43432702176459,4.918744596845869,0,3.873820112284426,26,17.5,62.4,weekday_baseline
8.385948806729582,69.23292141027098,2.1000759925631787,1,5.016599878933185,33,17.5,69.6,weekday_baseline
8.331596029657442,85.0063878847556,3.618059220577161,1,3.596018693344124,26,14.7,84.9,weekday_baseline
8.284636550985047,64.6417361429682,2.4081644227576957,1,4.2657692521404025,23,16.1,80.0,weekday_baseline
9.298328429248711,82.20428860222847,4.369334413006544,1,3.0201296753355082,43,14.7,57.0,weekday_baseline
10.0,81.0428108771529,9.88693991222801,2,5.105312808952497,34,13.8,55.6,weekday_baseline
9.129271987844975,56.234377777276194,4.512609520746316,4,1.8698915278555135,31,15.7,67.0,weekday_baseline
8.959398709756588,60.34784878009516,2.575823804248542,4,3.144223503993329,26,17.0,82.5,weekday_baseline
8.973150918499561,72.65859967133959,2.684327016520031,4,3.4217878698487896,19,11.6,46.9,weekday_baseline
9.445634349611504,78.90240694172606,4.887364655366716,1,4.7505679093933875,16,10.4,54.8,weekday_baseline
9.160757522315144,80.92201233869865,5.079765677815047,3,2.6224020325706645,22,12.5,67.3,weekday_baseline
10.0,75.17458850558351,7.970983885053566,3,5.165115784662524,26,15.2,73.8,weekday_baseline
9.2253141084113,81.59617150708621,5.570151158775662,1,5.510717773315345,31,15.6,78.5,weekday_baseline
9.324808577859491,77.8735901949022,3.851990050116783,1,5.011466506398327,34,16.6,78.6,weekday_baseline
8.141476046461754,61.953279773662395,1.829258904425719,2,4.424406189981683,43,17.2,79.4,weekday_baseline
8.933053559202559,60.32749844203512,3.440311136775983,0,2.999299302604801,26,15.7,71.1,weekday_baseline
8.992162616689647,59.243057130909,3.973245135103185,3,4.584317881453857,35,14.2,62.9,weekday_baseline
8.75679384223768,71.53825177553719,5.967590693046932,0,2.7067493106824565,28,14.9,61.6,weekday_baseline
8.61275631331505,65.81804954329839,6.6186960111772235,3,4.556923530730346,39,15.1,72.0,weekday_baseline
10.0,81.64844545093196,9.094382556403295,4,3.8895506485286107,47,16.5,76.0,weekday_baseline
9.698348568899878,65.44015853219587,5.267959681692169,4,3.651348515246649,49,19.0,81.8,weekday_baseline
8.170693420039694,61.33906440382542,5.61174265859086,3,2.6204816079823865,39,20.8,70.9,weekday_baseline
10.0,78.03582722660548,4.892383100660434,4,2.774542952204634,33,19.5,83.3,weekday_baseline
8.667689423317645,69.51134381493408,5.166138940871908,0,4.210621204271766,43,17.4,75.5,weekday_baseline
8.58986598368904,63.80760433744175,4.426146272135439,1,3.8776596171938382,12,17.3,87.0,weekday_baseline
9.210502352333517,78.71714996921749,3.5651509214638293,0,4.031863408339559,19,13.3,84.9,weekday_baseline
10.0,71.42493852645055,4.980892872601707,3,4.522153759132305,20,5.8,62.5,weekday_baseline
10.0,77.64958439872066,7.547774212758371,4,2.6905055921125616,24,8.4,55.1,weekday_baseline
9.437804886575108,72.3500284351347,5.534236039243925,2,4.307232993742366,28,11.4,73.1,weekday_baseline
9.469089739722579,73.15979079543318,5.79744039171226,0,2.2560181054773496,16,3.4,53.1,weekday_baseline
8.39546998588794,67.8333562970334,3.9886980297134054,2,4.099937930770307,18,1.7,47.9,weekday_baseline
9.667273960264437,69.18844659979877,1.776824871377361,3,5.4881726670727256,18,1.2,53.8,weekday_baseline
8.735239505636581,71.26061443537101,3.853271537547578,0,3.5446400252839534,22,2.0,54.0,weekday_baseline
9.089709705292073,72.788016754235,6.007626570662979,1,4.828784588043267,26,5.0,66.1,weekday_baseline
9.285241993628896,70.67369758417738,3.9740295255499016,3,2.937640892217532,43,7.0,71.4,weekday_baseline
9.167689317884715,73.6663976995455,5.659073375118313,3,5.48742413243002,47,6.6,85.0,weekday_baseline
9.402322855966883,73.52497413474475,6.564764355957108,4,4.919962053685217,18,1.6,59.3,weekday_baseline
9.377606896934113,72.02583638281283,1.5725821615969782,4,4.6956630960773404,21,0.6,58.9,weekday_baseline
8.716995477052539,78.88435420485006,5.578518106377652,0,4.253823171024335,40,5.9,68.3,weekday_baseline
8.386310127594804,82.16727715763217,5.296539293336465,0,3.8626711000572485,30,6.2,58.4,weekday_baseline
8.836764404551129,70.41170108479594,2.587248888437366,2,6.313447516225308,33,7.4,59.6,weekday_baseline
9.937625187850475,78.20182490615026,4.27099545304678,0,4.267133856431407,41,9.5,68.1,weekday_baseline
10.0,77.0916496641594,4.087692681108245,2,5.085481434919224,93,9.9,71.1,weekday_baseline
9.757028501274675,72.62956054539494,5.121473847990446,0,3.9771958751187713,16,-1.5,51.8,weekday_baseline
9.702898874938963,71.33221543061701,2.823470598990591,1,2.9445544576208116,18,-1.3,42.8,weekday_baseline
8.513528777131988,63.23757121798281,4.4357389512992835,1,3.922896636105415,24,4.0,43.6,weekday_baseline
